run,gal_5,gas_5,new_5,old_5,gal_1,gas_10,new_10,old_10,gal_20,gas_20,new_20,old_20,old_vx,old_vy,old_vz,new_vx,new_vy,new_vz
46,20190.728900000000,1440.0,430996.6542900000,395417.55,106346.61148000000,10440.0,1099455.49057,646528.85,185042.11965000000,58500.0,2187139.7325000000,736838.0,-1.6500250102252200,-1.664693703304670,0.031167390687495500,-9.0180079330621,6.9790872308773100,-0.31306986858250700
